,dataset,graph,representation,index,train accuracy,validation accuracy
226,CodeNetBestSeqsSBLP2021_TVT,cfgcallnoroot,all_features_ir2vec_O0,round1,0.8486666679382324,0.878000020980835
227,CodeNetBestSeqsSBLP2021_TVT,inst2vec,all_features_O0,round1,0.9866666793823242,0.9620000123977661
228,CodeNetBestSeqsSBLP2021_TVT,lbp,all_features_O0,round1,0.690666675567627,0.7940000295639038
229,CodeNetBestSeqsSBLP2021_TVT,cdfgplusnoroot,all_features_inst2vec_O0,round1,0.7620000243186951,0.8360000252723694
230,CodeNetBestSeqsSBLP2021_TVT,cdfgplusnoroot,all_features_bag_of_words_O0,round1,0.7699999809265137,0.8679999709129333
231,CodeNetBestSeqsSBLP2021_TVT,cdfgplusnoroot,all_features_ir2vec_O0,round1,0.5793333053588867,0.6399999856948853
232,CodeNetBestSeqsSBLP2021_TVT,milepost,all_features_O0,round1,0.9279999732971191,0.9459999799728394
233,CodeNetBestSeqsSBLP2021_TVT,cdfgcallnoroot,all_features_inst2vec_O0,round1,0.9553333520889282,0.949999988079071
234,CodeNetBestSeqsSBLP2021_TVT,cdfgcallnoroot,all_features_bag_of_words_O0,round1,0.7613333463668823,0.8320000171661377
235,CodeNetBestSeqsSBLP2021_TVT,cdfgcallnoroot,all_features_ir2vec_O0,round1,0.8633333444595337,0.8859999775886536
236,CodeNetBestSeqsSBLP2021_TVT,programlnoroot,all_features_inst2vec_O0,round3,0.8140000104904175,0.8640000224113464
237,CodeNetBestSeqsSBLP2021_TVT,programlnoroot,all_features_bag_of_words_O0,round3,0.8479999899864197,0.8840000033378601
238,CodeNetBestSeqsSBLP2021_TVT,programlnoroot,all_features_ir2vec_O0,round3,0.8880000114440918,0.9179999828338623
239,CodeNetBestSeqsSBLP2021_TVT,cfgcallcompact1enoroot,all_features_inst2vec_O0,round3,0.8286666870117188,0.9279999732971191
240,CodeNetBestSeqsSBLP2021_TVT,cfgcallcompact1enoroot,all_features_bag_of_words_O0,round3,0.8146666884422302,0.8960000276565552
241,CodeNetBestSeqsSBLP2021_TVT,cfgcallcompact1enoroot,all_features_ir2vec_O0,round3,0.8726666569709778,0.9160000085830688
242,CodeNetBestSeqsSBLP2021_TVT,llvm_histogram,all_features_O0,round3,0.9700000286102295,0.9660000205039978
243,CodeNetBestSeqsSBLP2021_TVT,rbp,all_features_O0,round3,0.4740000069141388,0.5519999861717224
244,CodeNetBestSeqsSBLP2021_TVT,ir2vec.program,all_features_O0,round3,0.9559999704360962,0.9580000042915344
245,CodeNetBestSeqsSBLP2021_TVT,prog2image,all_features_O0,round3,1.0,0.9340000152587891
246,CodeNetBestSeqsSBLP2021_TVT,inst2vec.lower,all_features_O0,round3,0.8586666584014893,0.9240000247955322
247,CodeNetBestSeqsSBLP2021_TVT,cdfgcallcompact1enoroot,all_features_inst2vec_O0,round3,0.937333345413208,0.9399999976158142
248,CodeNetBestSeqsSBLP2021_TVT,cdfgcallcompact1enoroot,all_features_bag_of_words_O0,round3,0.8713333606719971,0.9160000085830688
249,CodeNetBestSeqsSBLP2021_TVT,cdfgcallcompact1enoroot,all_features_ir2vec_O0,round3,0.9213333129882812,0.9259999990463257
250,CodeNetBestSeqsSBLP2021_TVT,cfgcallnoroot,all_features_inst2vec_O0,round3,0.781333327293396,0.7699999809265137
251,CodeNetBestSeqsSBLP2021_TVT,cfgcallnoroot,all_features_bag_of_words_O0,round3,0.878000020980835,0.871999979019165
252,CodeNetBestSeqsSBLP2021_TVT,cfgcallnoroot,all_features_ir2vec_O0,round3,0.8833333253860474,0.8939999938011169
253,CodeNetBestSeqsSBLP2021_TVT,inst2vec,all_features_O0,round3,0.9779999852180481,0.9599999785423279
254,CodeNetBestSeqsSBLP2021_TVT,lbp,all_features_O0,round3,0.4633333384990692,0.5680000185966492
255,CodeNetBestSeqsSBLP2021_TVT,cdfgplusnoroot,all_features_inst2vec_O0,round3,0.8059999942779541,0.8539999723434448
256,CodeNetBestSeqsSBLP2021_TVT,cdfgplusnoroot,all_features_bag_of_words_O0,round3,0.8193333148956299,0.8220000267028809
257,CodeNetBestSeqsSBLP2021_TVT,cdfgplusnoroot,all_features_ir2vec_O0,round3,0.46666666865348816,0.6620000004768372
258,CodeNetBestSeqsSBLP2021_TVT,milepost,all_features_O0,round3,0.9313333630561829,0.9399999976158142
259,CodeNetBestSeqsSBLP2021_TVT,cdfgcallnoroot,all_features_inst2vec_O0,round3,0.7913333177566528,0.7860000133514404
260,CodeNetBestSeqsSBLP2021_TVT,cdfgcallnoroot,all_features_bag_of_words_O0,round3,0.840666651725769,0.9179999828338623
261,CodeNetBestSeqsSBLP2021_TVT,cdfgcallnoroot,all_features_ir2vec_O0,round3,0.9086666703224182,0.9039999842643738
262,AnghaLoops_TVT,programlnoroot,all_features_inst2vec_O0,round2,0.3055555522441864,0.2958333194255829
263,AnghaLoops_TVT,programlnoroot,all_features_bag_of_words_O0,round2,0.3499999940395355,0.2874999940395355
264,AnghaLoops_TVT,programlnoroot,all_features_ir2vec_O0,round2,0.2944444417953491,0.3083333373069763
265,AnghaLoops_TVT,cfgcallcompact1enoroot,all_features_inst2vec_O0,round2,0.3791666626930237,0.375
266,AnghaLoops_TVT,cfgcallcompact1enoroot,all_features_bag_of_words_O0,round2,0.43888887763023376,0.44583332538604736
267,AnghaLoops_TVT,cfgcallcompact1enoroot,all_features_ir2vec_O0,round2,0.4236111044883728,0.40416666865348816
268,AnghaLoops_TVT,llvm_histogram,all_features_O0,round2,0.46666666865348816,0.4375
269,AnghaLoops_TVT,rbp,all_features_O0,round2,0.33194443583488464,0.3499999940395355
270,AnghaLoops_TVT,ir2vec.program,all_features_O0,round2,0.4861111044883728,0.4166666567325592
271,AnghaLoops_TVT,prog2image,all_features_O0,round2,0.2597222328186035,0.2541666626930237
272,AnghaLoops_TVT,cdfgcallcompact1enoroot,all_features_inst2vec_O0,round2,0.4541666805744171,0.4000000059604645
273,AnghaLoops_TVT,cdfgcallcompact1enoroot,all_features_bag_of_words_O0,round2,0.4333333373069763,0.3791666626930237
274,AnghaLoops_TVT,cdfgcallcompact1enoroot,all_features_ir2vec_O0,round2,0.4263888895511627,0.42500001192092896
275,AnghaLoops_TVT,cfgcallnoroot,all_features_inst2vec_O0,round2,0.38055557012557983,0.34583333134651184
276,AnghaLoops_TVT,cfgcallnoroot,all_features_ir2vec_O0,round2,0.27638888359069824,0.26249998807907104
277,AnghaLoops_TVT,cfgcallnoroot,all_features_bag_of_words,round2,0.4375,0.4625000059604645
278,AnghaLoops_TVT,lbp,all_features_O0,round2,0.28333333134651184,0.2750000059604645
279,AnghaLoops_TVT,cdfgplusnoroot,all_features_inst2vec_O0,round2,0.27222222089767456,0.27916666865348816
280,AnghaLoops_TVT,cdfgplusnoroot,all_features_bag_of_words_O0,round2,0.3333333432674408,0.3375000059604645
281,AnghaLoops_TVT,cdfgplusnoroot,all_features_ir2vec_O0,round2,0.29305556416511536,0.3291666805744171
282,AnghaLoops_TVT,milepost,all_features_O0,round2,0.3611111044883728,0.3916666805744171
283,AnghaLoops_TVT,cfgcallcompactnoroot,all_features_bag_of_words_O0,round2,0.43888887763023376,0.3916666805744171
284,AnghaLoops_TVT,cdfgcallnoroot,all_features_inst2vec_O0,round2,0.2916666567325592,0.30000001192092896
285,AnghaLoops_TVT,cdfgcallnoroot,all_features_bag_of_words_O0,round2,0.38055557012557983,0.3499999940395355
286,AnghaLoops_TVT,cdfgcallnoroot,all_features_ir2vec_O0,round2,0.26944443583488464,0.2958333194255829
287,AnghaLoops_TVT,cfgcallcompact1enoroot,all_features_inst2vec_O0,round1,0.4027777910232544,0.40416666865348816
288,AnghaLoops_TVT,cfgcallcompact1enoroot,all_features_bag_of_words_O0,round1,0.4680555462837219,0.4625000059604645
289,AnghaLoops_TVT,cfgcallcompact1enoroot,all_features_ir2vec_O0,round1,0.41527777910232544,0.38333332538604736
290,AnghaLoops_TVT,llvm_histogram,all_features_O0,round1,0.44305557012557983,0.3916666805744171
291,AnghaLoops_TVT,programl,all_features_inst2vec_O0,round1,0.27638888359069824,0.28333333134651184
292,AnghaLoops_TVT,programl,all_features_bag_of_words_O0,round1,0.375,0.32083332538604736
293,AnghaLoops_TVT,programl,all_features_ir2vec_O0,round1,0.27222222089767456,0.2708333432674408
294,AnghaLoops_TVT,rbp,all_features_O0,round1,0.31805557012557983,0.3291666805744171
295,AnghaLoops_TVT,ir2vec.program,all_features_O0,round1,0.4055555462837219,0.3708333373069763
296,AnghaLoops_TVT,prog2image,all_features_O0,round1,0.6597222089767456,0.3375000059604645
297,AnghaLoops_TVT,cdfgcallcompact1enoroot,all_features_inst2vec_O0,round1,0.4347222149372101,0.42500001192092896
298,AnghaLoops_TVT,cdfgcallcompact1enoroot,all_features_bag_of_words_O0,round1,0.45972222089767456,0.4333333373069763
299,AnghaLoops_TVT,cdfgcallcompact1enoroot,all_features_ir2vec_O0,round1,0.4763889014720917,0.46666666865348816
300,AnghaLoops_TVT,cfgcallnoroot,all_features_inst2vec_O0,round1,0.3361110985279083,0.32499998807907104
301,AnghaLoops_TVT,cfgcallnoroot,all_features_ir2vec_O0,round1,0.3958333432674408,0.38333332538604736
302,AnghaLoops_TVT,cfgcallnoroot,all_features_bag_of_words,round1,0.4625000059604645,0.4166666567325592
303,AnghaLoops_TVT,lbp,all_features_O0,round1,0.2958333194255829,0.2958333194255829
304,AnghaLoops_TVT,cdfgplusnoroot,all_features_inst2vec_O0,round1,0.3375000059604645,0.34166666865348816
305,AnghaLoops_TVT,cdfgplusnoroot,all_features_bag_of_words_O0,round1,0.3097222149372101,0.3125
306,AnghaLoops_TVT,cdfgplusnoroot,all_features_ir2vec_O0,round1,0.2638888955116272,0.25
307,AnghaLoops_TVT,milepost,all_features_O0,round1,0.3583333194255829,0.375
308,AnghaLoops_TVT,cfgcallcompactnoroot,all_features_bag_of_words_O0,round1,0.5569444298744202,0.44999998807907104
309,AnghaLoops_TVT,cdfgcallnoroot,all_features_inst2vec_O0,round1,0.28333333134651184,0.2750000059604645
310,AnghaLoops_TVT,cdfgcallnoroot,all_features_bag_of_words_O0,round1,0.28611111640930176,0.2666666805744171
311,AnghaLoops_TVT,cdfgcallnoroot,all_features_ir2vec_O0,round1,0.2777777910232544,0.2666666805744171
312,AnghaLoops_TVT,programlnoroot,all_features_inst2vec_O0,round3,0.2944444417953491,0.2666666805744171
313,AnghaLoops_TVT,programlnoroot,all_features_bag_of_words_O0,round3,0.32777777314186096,0.3291666805744171
314,AnghaLoops_TVT,programlnoroot,all_features_ir2vec_O0,round3,0.34861111640930176,0.3375000059604645
315,AnghaLoops_TVT,cfgcallcompact1enoroot,all_features_inst2vec_O0,round3,0.3222222328186035,0.36250001192092896
316,AnghaLoops_TVT,cfgcallcompact1enoroot,all_features_bag_of_words_O0,round3,0.32083332538604736,0.3499999940395355
317,AnghaLoops_TVT,cfgcallcompact1enoroot,all_features_ir2vec_O0,round3,0.4124999940395355,0.38749998807907104
318,AnghaLoops_TVT,llvm_histogram,all_features_O0,round3,0.4166666567325592,0.4000000059604645
319,AnghaLoops_TVT,rbp,all_features_O0,round3,0.3236111104488373,0.3291666805744171
320,AnghaLoops_TVT,ir2vec.program,all_features_O0,round3,0.41527777910232544,0.38749998807907104
321,AnghaLoops_TVT,prog2image,all_features_O0,round3,0.4027777910232544,0.3291666805744171
322,AnghaLoops_TVT,cdfgcallcompact1enoroot,all_features_inst2vec_O0,round3,0.37361112236976624,0.3791666626930237
323,AnghaLoops_TVT,cdfgcallcompact1enoroot,all_features_bag_of_words_O0,round3,0.4749999940395355,0.42500001192092896
324,AnghaLoops_TVT,cdfgcallcompact1enoroot,all_features_ir2vec_O0,round3,0.4000000059604645,0.34166666865348816
325,AnghaLoops_TVT,cfgcallnoroot,all_features_inst2vec_O0,round3,0.2736110985279083,0.26249998807907104
326,AnghaLoops_TVT,cfgcallnoroot,all_features_ir2vec_O0,round3,0.39027777314186096,0.375
327,AnghaLoops_TVT,cfgcallnoroot,all_features_bag_of_words,round3,0.27916666865348816,0.27916666865348816
328,AnghaLoops_TVT,lbp,all_features_O0,round3,0.26527777314186096,0.25
329,AnghaLoops_TVT,cdfgplusnoroot,all_features_inst2vec_O0,round3,0.29722222685813904,0.2666666805744171
330,AnghaLoops_TVT,cdfgplusnoroot,all_features_bag_of_words_O0,round3,0.2680555582046509,0.25
331,AnghaLoops_TVT,cdfgplusnoroot,all_features_ir2vec_O0,round3,0.26249998807907104,0.2541666626930237
332,AnghaLoops_TVT,milepost,all_features_O0,round3,0.3722222149372101,0.42500001192092896
333,AnghaLoops_TVT,cfgcallcompactnoroot,all_features_bag_of_words_O0,round3,0.5083333253860474,0.4833333194255829
334,AnghaLoops_TVT,cdfgcallnoroot,all_features_inst2vec_O0,round3,0.3541666567325592,0.36250001192092896
335,AnghaLoops_TVT,cdfgcallnoroot,all_features_bag_of_words_O0,round3,0.43194442987442017,0.4208333194255829
336,AnghaLoops_TVT,cdfgcallnoroot,all_features_ir2vec_O0,round3,0.26944443583488464,0.2541666626930237
